Event	ID	Name			Wwise Object Path	Notes
	116903177	Stocking_options_play			\Default Work Unit\Stocking_options_play	
	145376957	Robots_mouvements_play			\Default Work Unit\Robots_mouvements_play	
	337567223	Laser_room_stop			\Default Work Unit\Laser_room_stop	
	341301218	Breaker_stop			\Default Work Unit\Breaker_stop	
	678154080	Push_block_play			\Default Work Unit\Push_block_play	
	731035405	Randombots_stop			\Default Work Unit\Randombots_stop	
	739398180	Fibonacci_play			\Default Work Unit\Fibonacci_play	
	742897156	Ambiance_music_stop			\Default Work Unit\Ambiance_music_stop	
	901454101	Hydraulic_bridge_play			\Default Work Unit\Hydraulic_bridge_play	
	950237290	Lateral_door_play			\Default Work Unit\Lateral_door_play	
	981340130	Jump_play			\Default Work Unit\Jump_play	
	1206689299	Footsteps_concrete_stop			\Default Work Unit\Footsteps_concrete_stop	
	1284828341	Keyring_play			\Default Work Unit\Keyring_play	
	1448255654	Bed_grit_play			\Default Work Unit\Bed_grit_play	
	1595583390	Metal_door_play			\Default Work Unit\Metal_door_play	
	1708462471	Grab_objects_play			\Default Work Unit\Grab_objects_play	
	1997939040	Breaker_play			\Default Work Unit\Breaker_play	
	2266898447	Randombots_play			\Default Work Unit\Randombots_play	
	2312574497	Laser_room_play			\Default Work Unit\Laser_room_play	
	2363710874	Flush_play			\Default Work Unit\Flush_play	
	2372692523	Robots_mouvements_stop			\Default Work Unit\Robots_mouvements_stop	
	2428510351	Switch1_play			\Default Work Unit\Switch1_play	
	3039589941	Footsteps_concrete_play			\Default Work Unit\Footsteps_concrete_play	
	3040106926	Block_collision_play			\Default Work Unit\Block_collision_play	
	3040813216	Paper_clue_play			\Default Work Unit\Paper_clue_play	
	3580903514	Wood_door_play			\Default Work Unit\Wood_door_play	
	3597308922	Ambiance_music_play			\Default Work Unit\Ambiance_music_play	
	3622331774	Switch2_play			\Default Work Unit\Switch2_play	
	4098134011	Open_stocking_play			\Default Work Unit\Open_stocking_play	

Switch Group	ID	Name			Wwise Object Path	Notes
	203286055	Breaker			\Default Work Unit\Breaker	
	693477459	Fibonacci			\Default Work Unit\Fibonacci	

Switch	ID	Name	Switch Group			Notes
	489739958	Power_off	Breaker			
	2623623160	Power_on	Breaker			
	2917726846	Activated	Breaker			
	366552496	Wrong	Fibonacci			
	3893817417	Right	Fibonacci			

State Group	ID	Name			Wwise Object Path	Notes
	453871992	Levels_music			\Default Work Unit\Levels_music	
	593961517	Metal_door			\Default Work Unit\Metal_door	
	1387552353	Wood_door			\Default Work Unit\Wood_door	
	2951998248	Walk_run			\Default Work Unit\Walk_run	

State	ID	Name	State Group			Notes
	748895195	None	Levels_music			
	3966194980	Ending	Levels_music			
	4237507621	Puzzle2	Levels_music			
	4237507622	Puzzle1	Levels_music			
	348763536	Locked_not_openable	Metal_door			
	748895195	None	Metal_door			
	3299206614	Opened	Metal_door			
	4021862602	Locked_openable	Metal_door			
	348763536	Locked_not_openable	Wood_door			
	748895195	None	Wood_door			
	3299206614	Opened	Wood_door			
	4021862602	Locked_openable	Wood_door			
	712161704	Run	Walk_run			
	748895195	None	Walk_run			
	2108779966	Walk	Walk_run			

Audio Bus	ID	Name			Wwise Object Path	Notes
	805203703	Master Secondary Bus			\Default Work Unit\Master Secondary Bus	
	1069431850	Player			\Default Work Unit\Master Audio Bus\Player	
	1088520938	Interface			\Default Work Unit\Master Audio Bus\Interface	
	3332220694	Actions			\Default Work Unit\Master Audio Bus\Actions	
	3803692087	Master Audio Bus			\Default Work Unit\Master Audio Bus	
	3991942870	Music			\Default Work Unit\Master Audio Bus\Music	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	7050483	hydraulic_bridge	I:\INF4715\SVN\trunk\Vicuna\Assets\Wwise\Vicuna\.cache\Windows\sfx\hydrolic_bridge_ddc98ef4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Puzzle2\hydraulic_bridge		314974
	23670843	Silence03	I:\INF4715\SVN\trunk\Vicuna\Assets\Wwise\Vicuna\.cache\Windows\sfx\silence03_ddc98ef4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\Walk\Glass\Silence03		591354
	38672568	Laser01	I:\INF4715\SVN\trunk\Vicuna\Assets\Wwise\Vicuna\.cache\Windows\sfx\lasert01_ddc98ef4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Puzzle2\Laser_room\Lasers\Laser01		134364
	39800708	ambiance_robots	I:\INF4715\SVN\trunk\Vicuna\Assets\Wwise\Vicuna\.cache\Windows\sfx\ambiance_robots_629faa29.wem		\Actor-Mixer Hierarchy\Default Work Unit\Puzzle2\Randombots\ambiance_robots		881352
	43549529	Footstep2	I:\INF4715\SVN\trunk\Vicuna\Assets\Wwise\Vicuna\.cache\Windows\sfx\footstep2_ddc98ef4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\Run\Footsteps_run\Footstep2		44164
	49005974	broken_glass3_3	I:\INF4715\SVN\trunk\Vicuna\Assets\Wwise\Vicuna\.cache\Windows\sfx\broken_glass3_3_ddc98ef4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\Run\Glass\broken_glass3_3		44164
	53345126	random_robot05	I:\INF4715\SVN\trunk\Vicuna\Assets\Wwise\Vicuna\.cache\Windows\sfx\random_robot05_ddc98ef4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Puzzle2\Randombots\Robots\random_robot05		33176
	62930280	Footstep12	I:\INF4715\SVN\trunk\Vicuna\Assets\Wwise\Vicuna\.cache\Windows\sfx\footstep12_ddc98ef4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\Run\Footsteps_run\Footstep12		44164
	65287357	random_robot04	I:\INF4715\SVN\trunk\Vicuna\Assets\Wwise\Vicuna\.cache\Windows\sfx\random_robot04_ddc98ef4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Puzzle2\Randombots\Robots\random_robot04		126154
	69734701	Keyring	I:\INF4715\SVN\trunk\Vicuna\Assets\Wwise\Vicuna\.cache\Windows\sfx\keyring1_ddc98ef4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Puzzle1\Keyring		134638
	85503452	Footstep10	I:\INF4715\SVN\trunk\Vicuna\Assets\Wwise\Vicuna\.cache\Windows\sfx\footstep10_ddc98ef4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\Walk\Footsteps_walk\Footstep10		44164
	88795628	wind1	I:\INF4715\SVN\trunk\Vicuna\Assets\Wwise\Vicuna\.cache\Windows\sfx\wind1_ddc98ef4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Music\Levels\Drone_puzzle2\Wind\wind1		291678
	92966791	Dropwater_dripping_01	I:\INF4715\SVN\trunk\Vicuna\Assets\Wwise\Vicuna\.cache\Windows\sfx\dropwater_dripping_01_ddc98ef4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Music\Levels\Drone_puzzle1\Drops\Dropwater_dripping_01		179548
	101030116	Footstep11	I:\INF4715\SVN\trunk\Vicuna\Assets\Wwise\Vicuna\.cache\Windows\sfx\footstep11_ddc98ef4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\Walk\Footsteps_walk\Footstep11		44164
	101395422	Open_stocking	I:\INF4715\SVN\trunk\Vicuna\Assets\Wwise\Vicuna\.cache\Windows\sfx\open_stocking_ddc98ef4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interface\Stocking\Open_stocking		91542
	117864563	Fibonacci_right	I:\INF4715\SVN\trunk\Vicuna\Assets\Wwise\Vicuna\.cache\Windows\sfx\fibonacci_right_ddc98ef4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Puzzle1\Fibonacci_right_wrong\Fibonacci_right		100204
	136911956	robots_mouvement	I:\INF4715\SVN\trunk\Vicuna\Assets\Wwise\Vicuna\.cache\Windows\sfx\robots_mouvement_3d887f91.wem		\Actor-Mixer Hierarchy\Default Work Unit\Puzzle2\robots_mouvement		307666
	172000346	Footstep5	I:\INF4715\SVN\trunk\Vicuna\Assets\Wwise\Vicuna\.cache\Windows\sfx\footstep5_ddc98ef4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\Run\Footsteps_run\Footstep5		44164
	182562567	lateral_door_open	I:\INF4715\SVN\trunk\Vicuna\Assets\Wwise\Vicuna\.cache\Windows\sfx\lateral_door_open_ddc98ef4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Puzzle1\lateral_door_open		378672
	193186957	Footstep6	I:\INF4715\SVN\trunk\Vicuna\Assets\Wwise\Vicuna\.cache\Windows\sfx\footstep6_ddc98ef4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\Walk\Footsteps_walk\Footstep6		44164
	199786132	Push_block	I:\INF4715\SVN\trunk\Vicuna\Assets\Wwise\Vicuna\.cache\Windows\sfx\push_block_e35c2031.wem		\Actor-Mixer Hierarchy\Default Work Unit\Puzzle2\Blocks\Push_block		265204
	214882055	Laser03	I:\INF4715\SVN\trunk\Vicuna\Assets\Wwise\Vicuna\.cache\Windows\sfx\lasert03_ddc98ef4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Puzzle2\Laser_room\Lasers\Laser03		108076
	220396978	random_robot02	I:\INF4715\SVN\trunk\Vicuna\Assets\Wwise\Vicuna\.cache\Windows\sfx\random_robot02_ddc98ef4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Puzzle2\Randombots\Robots\random_robot02		39760
	271860721	Switch2	I:\INF4715\SVN\trunk\Vicuna\Assets\Wwise\Vicuna\.cache\Windows\sfx\switch2_ddc98ef4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Puzzle2\Switches\Switch2		36272
